"0","XX","B0074703CM","5.0","0","0","December 6, 2013","AYASI1W1483E5","Worth every cent...","You can never go wrong with a Mac computer. Very good for home, work, and travel as well. Always up to date."
"1","XX","B0074703CM","5.0","0","0","December 6, 2013","A1TCXFNS0LLWA1","Good!","Got it fast! its as advertised on here..... it works great and is not a waste of money! I cant say anything bad about buying this item from this seller"
"2","XX","B0074703CM","5.0","0","0","December 6, 2013","A2Q06MOPQNCYD7","Lovin my new MacBook Pro","Loving having a Macbook Pro again.  Had one few years ago (provided by my job)&#8230;When I retired I didn't feel I could afford one so I bought another HP&#8230;lasted less than 3 years before it crashed&#8230;.even though I had a virus protector on it&#8230;.Just bit the bullet and bought the Mac hoping it will last a lot longer&#8230;.and I'm quickly getting use to the apple programs again&#8230;did buy the 'Microsoft Word for Mac' program to use as my processor."
"3","XX","B0074703CM","4.0","0","0","December 6, 2013","A3FFUUY6FD0CCV","It's a Mac!","I love my Macbook, just hate the price.. comparatively, you can buy 3 decent Windows laptops for the same price as a Macbook.  Runs good and does the job, can't complain about that!"
"4","XX","B0074703CM","1.0","0","0","December 6, 2013","AFT236GODKJJV","DO NOT BUY FROM THIS SELLER","i was told this was a md103ll/a when in fact it is a mb466ll/a then when i tried to figure out what the issue was with the seller i was sent very aggressive emails this seller took no responsibility and stating that i don't know what talking about. her answer in the end was that i didn't read something that is no longer there. not only was it the wrong model it had less rom/ram and a busted hard-drive shouldn't this be illegal and it was about week-week and a half late"
"5","XX","B0074703CM","5.0","0","0","December 5, 2013","AR5ZF08UDBU2D","get one it is worth the money","it a mac what more needs to be said, this is so much better than i ever could have imagined"
"6","XX","B0074703CM","5.0","0","0","December 5, 2013","A12FTW7V2RIIND","Easy set up and features are great.","My grandson loves this and I have to say I was impressed with it.  He is a big gamer and loves all the features."
"7","XX","B0074703CM","5.0","0","0","December 5, 2013","A3VUZXA5IBCLNF","Awesome Computer, Well Built, High Quality, Fast, and Durable","I bought my Macbook Pro 13&#34; from the Apple Store in New York City, but I feel like a review is needed here on Amazon. This Macbook Pro is fast, powerful, and runs super quiet and cool. I have no problems running this Macbook Pro on my lap for hours. I don't get burnt and it doesn't get hot. The aluminum chasis is fantastic and super durable. Its no like plastic which cracks, breaks, and melts. Aluminum is only subject to scratching and denting for the most part. These computers are so well built and are so speedy that I can almost see why Apple prices their computers at such a high price compared to other computer manufactures. These are worth it. Every penny."
"8","XX","B0074703CM","5.0","0","0","December 3, 2013","A2WE6T8NO1W1RA","Great Product!","No problems even after a year!  Delivered quickly!The RAM memory is good but should have splurged for 8Mb instead of 4Mb."
"9","XX","B0074703CM","5.0","1","1","December 1, 2013","A5ESSBL2PIQBD","Very good but too expensive","Excellent product but too pricey. I bought it to my son who uses it for graphic design. He loves this product but I would not buy it for me because it is too expensive."
