"0","XX","B004J3V90Y","2.0","0","1","December 6, 2013","A1YXTQS1XMPVTT","Camera but no SD CARD","Camera might be great, but amazon says they will ship the camera with a 32GB SD card, guess what, huge back order, so now I have a camera that can't be used."
"1","XX","B004J3V90Y","5.0","0","0","December 6, 2013","A2WG3BJM948CWV","Canon T3i","This has been the best thing I have ever bought of amazon! I love doing photography and this was an upgrade for me and i have enjoyed this product right as soon as I opened it."
"2","XX","B004J3V90Y","5.0","0","0","December 6, 2013","A6X4Q12FDIJVW","Wonderful camera","This is my first DSLR camera and I absolutely love it.  The pictures are stunning and the camera is easy to learn."
"3","XX","B004J3V90Y","5.0","0","0","December 6, 2013","A1ER4WEC1VC6P0","Nice picture and good functionality for a moderate price","Grandaughter loves this present for her last birthday. Good choice for nice picture and functionality yet moderately priced. Recommend without reservation."
"4","XX","B004J3V90Y","4.0","0","0","December 5, 2013","A7ACP12GAZN0D","my first dslr","very nice camera for beginners,lighter weight than i thought!Only thing that im not so happy with is that the kit does NOT include memory cardso i had to buy it seperately.and during video, how do i auto-focus  things?"
"5","XX","B004J3V90Y","5.0","0","0","December 5, 2013","AL9I6CSCNJXEG","Great Camera","This camera is amazing, It takes great pictures and all of the controls are great. I love all of the functions and I think that this camera is a really good camera."
"6","XX","B004J3V90Y","2.0","0","1","December 5, 2013","A2ZWHO87S7L5DA","Crazy Camera, It's screws are loose.","The Camera worked well for a few days, after which a screw from the inside came undone. I notice a rattling while I was reviewing my photos. After inspecting the camera I removed the lens and discovered the screw tumbling inside the compartment where the mirror. I have always trusted Amazon for the quality and reliability but now I am going to check everything I have purchased and EVERYTHING I have purchased already. I hope Amazon follows up with their provider of CANON products and demands quality. After contacting Amazon costumer service, they immediately sent me a replacement and the RMA with a label to ship the defective model. In that note thumbs up for ease of conflict resolution."
"7","XX","B004J3V90Y","5.0","0","1","December 4, 2013","AZCE11PSTCH1L","Nice for a student filmmaker","Great camera totally pleased! Camera is just right for college students. Very sharp and high def picture. Great for shorts or making your first feature. Also manual controls which filmmakers do need when making their films."
"8","XX","B004J3V90Y","5.0","0","0","December 4, 2013","A3MIWB40UJJ0E4","The best for starters","Completely believe in Amazon and the product. Cannot fight with anyone as to which is better - Nikon or Canon but guys go for Canon....because I am suggesting it...;)"
"9","XX","B004J3V90Y","4.0","0","2","December 4, 2013","A2JX9AMQV8BYK","Canon","This was a Christmas gift for my youngest daughter.  She's very happy with it, so that's all that's important.  I thought it was rather pricey."
"10","XX","B004J3V90Y","5.0","1","1","September 25, 2013","A2JR1E16FEA1A8","Wife's new camera","Bought this for my wife for her birthday.  She likes to take pictures of birds and was not getting the quality shots with the simpler cameras, this one with the 55-200 IS lens has been perfect.  Very easy to use and pictures are outstanding.  I used it myself for the first time a couple of weekends ago, and being someone who has never taken many pictures was able to get some wonderful action pics of an inline marathon.  Can't say how it compares to other cameras in this range, but for an inexperienced person looking to upgrade and get some better shots I would definetly recommend this camera."
"11","XX","B004J3V90Y","5.0","0","0","September 25, 2013","AIO4CPZPBEYE1","worth every penny","I got this to record videos and it is amazing. I will never go back to my old camera. All I gotta do is change the lenses if somewhat I want a different zooming in view"
"12","XX","B004J3V90Y","5.0","0","0","September 24, 2013","A13BU8DK8NCRA2","Canon quality","After owning a base rebel for 15 years, i was quite amazed at the quality of pictures and video this camera delivers.  I used it on vacation overseas and viewed the pictures on a big screen and was quite amazed how good they came out. Also this camera produces great video and is quite easy to use even though i haven't read the manual just yet.  Thanks Amazon for providing a great selection of rebels at unbeatable prices!"
"13","XX","B004J3V90Y","5.0","0","0","September 23, 2013","AYYXI2E3EW42C","I Love This Camera.","I bought this camera  for filming music videos, ski edits, etc. and i also use it for everyday trips, and my teams cross country meets. I use this camera for everything and i haven't found any problems with it at all. Just buy it! The camera is fantastic!"
"14","XX","B004J3V90Y","5.0","0","0","September 21, 2013","A26RVZDNLSH4DQ","love this camera","shipping was very fast! i love this camera. the detail on the photos is amazing. upon registering your product, canon gives you a 15% off coupon to spend in the canon store for accesories. It comes with a strap, battery, charger. Now all I need is a case."
