"10","XX","B009W8YQ6K","5.0","0","1","October 21, 2013","A35II1PCLAWQTM","Welcome to the 21st Century","I wanted to get this for a while, and was uncertain if I would use it much.  It is an item that I take with me wherever I go.  I love it!"
"11","XX","B009W8YQ6K","5.0","0","0","October 21, 2013","AEGKX136KBOGH","iPad 4th generation","Very good product as publicized. Super quick and responsive. The retinal display is perfect. I really have nothing to add that is negative about this machine. We'll done apple."
"12","XX","B009W8YQ6K","5.0","0","0","October 20, 2013","A2POTWQHENE223","Awesome","I love the I pad. I would recommend this item to anyone. It is easier than the computer to search or check mail."
"13","XX","B009W8YQ6K","5.0","0","0","October 19, 2013","A29MHIO86G99JZ","A wonderful product","I love the Apple iPad.  It has endless applications.  From games to educational apps this device can help you accomplish whatever you are interested in. I can recommend it to anyone."
"14","XX","B009W8YQ6K","5.0","0","0","October 19, 2013","A3I5Q6A1JCZFFW","Wow","I can't believe this thing cost 400 bucks.  Ill never do without it.  You will see that once you have one you will not want anything else.  And it is very well made--durable.  I have dropped it, sat on it, and nothing.  I cant wait for the next one to come out."
"15","XX","B009W8YQ6K","5.0","0","0","October 19, 2013","A3TJ2K4LP6V71U","Ipad 4 and more!","I was very impressed with the Ipad 4, but it was for a friend. After I set it up for her and learning  basic operating skills, I turned it over to her. My kindle is fine for my needs and I recommended that my friend purchase the new Ipad because of reliability and customer service. After checking the reviews on the other pads, I felt the Ipad 4 was worth the purchase and since my friend could afford it, why not?She took a while to navigate around her Ipad and thanks to her gal friend who has the same, she should have many hours of pleasurable usage. Personally, I find it too much for me when my laptop can do all, but there are those who need all the new things and I say enjoy."
"16","XX","B009W8YQ6K","5.0","0","0","October 18, 2013","A15EA7U31NARMO","Great","The display is clear crisp and bright.bought for wife will buy another when the new one comes out hope it is soon"
"17","XX","B009W8YQ6K","2.0","0","3","October 18, 2013","A2621D06BUJBO8","No Camera a Flash on iPad.","I like the iPad, however, it does not have a Camera Flash. Very disappointing. It should be just like the iPhone."
"18","XX","B009W8YQ6K","5.0","0","0","October 17, 2013","A1IGBE82U1KY7V","iPads for all!","This is a great iPad and can make anyone a lot more productive (work) or waste your day away (leisure). There are a lots of apps, and a whole lot of great features to get you going! Love you Siri!"
"19","XX","B009W8YQ6K","5.0","0","4","October 17, 2013","A7HXNH9AX6UKN","Nice","I think is nice but I dnt had this item but it's ok I have already iPad. Sorry for the bad feedback last time"
"20","XX","B009W8YQ6K","3.0","0","4","October 17, 2013","A1BJO7H9I4XA8G","Apple iPad with Retina Display MD514LL/A (32GB, Wi-Fi, White)","The Ipad was okay, but I am not for one a huge Apple fan. The Wi-Fi would stay connected on the Ipad, but still not sure if it was my connection here at work or at home. I would definitely recommend it."
"21","XX","B009W8YQ6K","5.0","1","2","October 17, 2013","A2L0YPDA0GFIE8","Still the best","This is my second iPad and I am convinced (again), after shopping the market, it is the  best value for tablets on the market.  I also own a Kindle Fire and appreciate it, especially for reading do to its size resolution, but for all around versaatility, endurance and apps iPad is my tablet of choice."
"22","XX","B009W8YQ6K","5.0","2","2","October 16, 2013","A5G8BKM4CT9XV","Surprised","This is my first apple product ever.i usually had android products and I still like android. Tough there is something amazing about the iPad.i guess it is the simplicity, and the multifunction of the icons. Maybe my next phone will be a iPhone.. Anyways if you text iPads at the store you don't get the full experience. Plus the screen typing is easy no need for a physical keyboard."
"23","XX","B009W8YQ6K","5.0","1","2","October 16, 2013","A2B1H7FQ2REHUA","Fantastic","Bought for my 70 year old Mum and she loves it, easy to use and its got the 64gb memory too."
"24","XX","B009W8YQ6K","5.0","0","0","October 15, 2013","A35JIQKS5HSKMR","love it","I love this .. carry it with me to work every day so I can do my homework during lunch.. very clear and the sound is great.."
"25","XX","B009W8YQ6K","5.0","0","0","October 15, 2013","A8W25D26VC6OX","NICE","Very nice item at a great price this is an item I've been looking for for a while as a gift for my family."
"26","XX","B009W8YQ6K","3.0","0","0","October 15, 2013","A2RXATOK3ZTM1L","Battery runs down way too fast .....","Using as an alarm clock ... Start with 100% level at bedtime ... Battery dead before morning ... This Less than one week after purchase ..."
"27","XX","B009W8YQ6K","1.0","2","11","October 14, 2013","AVZB3J0Y01UED","No customer service","The Apple ipad work perfect, but there are some problem with the apps, I can't download any app because the credit card that I used for buying it don't work with the App store, they said that the address don't match with my info, but is the same card that I use every day with every one else. I contact the Apple customer service many times but don't resolve the problem. I must buy another house with the address that match the info. I can use only for take pics and surfing internet..."
"28","XX","B009W8YQ6K","1.0","2","6","October 14, 2013","A2V69K2XDZK967","Near Impossible To Get Working","Item had NO instructions. Tried to follow what I could, didn't work, couldn't get a password in. Had a friend over who is a computer geek and he couldn't get password in. Called Apple customer service and got someone with  poor English skills who's located in India. I told him numerous times that I just wanted to get my password in. $200 and over three hours on the phone still did not get a password on ipad. Pad will not let me have password so therefore I'm unable to use this Apple ipad. I feel like I've been  ripped off.Do you have any suggestions?"
"29","XX","B009W8YQ6K","5.0","0","0","October 13, 2013","A2S24IEOB5IWG3","iPad","I love my new iPad keeps crashing tho...I have to reset it alot timely delivery and everything else is fine"
"30","XX","B009W8YQ6K","1.0","2","9","October 13, 2013","A1A7QI9OATMQUS","very restricted policy on data transfer","data transfer is possible only though wireless and apple property softwareno usb doors, no sd cardsi gave it backit is also rather complicated to use"
"31","XX","B009W8YQ6K","5.0","0","0","October 13, 2013","A1OG2MBNB4DJOG","Works great!","Wonderful way to read magazines, find up to date news and communicate with friends and family! Great battery life too!"
"32","XX","B009W8YQ6K","5.0","0","0","October 13, 2013","AMGEZU9IPSARJ","My lovely iPad","I was looking for a book reader to help me with my study. After long period of searching and trying different products I opt to choose the new iPad with retina display. It's great with all this word carry in meanings. Screen size is just right for everything you want to do with no restrictions. Apps are for everything, games, etc.I don't think there is anything wrong with this guy, love it."
"33","XX","B009W8YQ6K","5.0","0","0","October 12, 2013","A1EGKALXFGBHO5","Love it","As always, Apple delivers a high quality product that is easy to use. Just remember to buy a case for it. I recommend the Roo case brand"
"34","XX","B009W8YQ6K","5.0","0","0","October 12, 2013","A3DOKEBX9LCGIR","Love my new ipad","Absolutely love my new iPad!!  I'm always on it. Have had a kindle and a nook tablet in the past and prefer my iPad to either tablet, can just do so much more with an iPad!"
"35","XX","B009W8YQ6K","4.0","1","1","October 11, 2013","AAYBC4LI2HHBJ","Good but expensive...","Heavier than predecessor. Battery is running fine. GPS is failing more than its predecessor lo locate and mantain the communication with satellites. Still working on that... Expensive and Apple could finally add at least a card reader or an USB port. iTUNES is a 'monster' software."
"36","XX","B009W8YQ6K","5.0","0","0","October 10, 2013","A3ULB8X3GFP7IP","LOVE IT - according to husband","His gift was perfect!  He loves this device - much better than trying to read on his iPhone.  Retina display is amazing!"
"37","XX","B009W8YQ6K","5.0","0","0","October 10, 2013","A192M7QYT460GS","good","it is really useful!!I love it so much!retina really looks good in everything~~~I am so happy I ordered this"
"38","XX","B009W8YQ6K","4.0","0","0","October 10, 2013","A2J0Z2QTKYCD9F","i liked it","I liked Apple iPad with Retina Display MD510LL/A (16GB, Wi-Fi, Black) Newest version. Its working great and fulfilling the requirement"
"39","XX","B009W8YQ6K","4.0","3","6","October 10, 2013","A32LX4XJ2LU740","Great, but not a huge leap from iPad2","I own an iPad because it has business apps I use that are best used with a touch screen. One pros side, there's not much I can add to what's already been said. It is great and I'm glad I upgraded from an iPad 2 to iPad 4.But I'm deducting one star for the following reasons:Apple wants to upsell you from the iPad 2 to the iPad 4 mostly on this criteria:1) Siri. There's nothing revolutionary about it. For most it's answers it just spits out Google search results and then you do the rest. People are fascinated by it because it throws a few human-like colloquialisms.2) Retina display. I upgraded from an iPad 2. To quite frank, things do no all of a sudden jump out at you in iPad 4. Yes, I do like it. And it's very nice to be sure. But the Retina Display is just a name someone dreamed up that makes it sound more innovative than it actually us. High resolution is everywhere. It's just that Apple give it a snazzy name and suddenly, it's like the a new invention.3) 'A6 is 2x faster than A5' Huh? Reality check. This one is probably where I feel people are misled the most. To me the A5 is noticeably faster and that's nice. But in real life 'twice as fast' means 50 mpg vs 25 mph. Or flying from L.A. to Hong Kong in 8 hours instead of 16. To me the speed difference is more like flying from L.A. to Hong Kong in 14 hours instead of 16.All in all, there a lot of hype that used to make the iPad 4 sound like a quantum leap rather than the incremental improvement that it is. Thus we pay more for it.That said, I like it a lot, but mainly for the reasons that people have liked the iPad ever Steve Job unveiled on that big screen behind him...not because of these minor improvements."
